spotify_id,name,birthday,popularity,genres
15KDb2KpZRvX1updtyinK1,ELO,1991-02-11,41,"['k-rap', 'korean r&b']"
3S79khDmqHqH3SudDjO6dV,NO:EL,2000-05-30,41,['k-rap']
4CYjITN8Au3K5CWFeex7fU,Tabber,1994-12-10,42,['korean underground rap']
3Rxm9TaXZGuQRw2B91Ap22,BOYCOLD,1995-06-21,41,['k-rap']
3P16F9giedxmc5238b66bo,Babylon,,41,"['j-metal', 'k-rap', 'korean r&b']"
4bjcB3ZKiHgPzJvY2S2FLN,Jvcki Wai,1996-07-05,41,"['k-rap', 'korean r&b']"
6F5tPDq3TIduDv2ki6O1Oq,Swings,1986-10-14,41,['k-rap']
75OcDAFGCzj0qehe1mADeM,Way Ched,1997-05-20,40,"['k-rap', 'korean r&b']"
3PpfvyyncoZ79IgYe0Uls0,HOMIES,null,41,"['k-rap', 'korean pop', 'korean underground rap']"
4ueZwsEtcqcO0IZywqgk66,G2,1992-05-01,39,['k-rap']
4vdAgNz4vrUZVvS0CaVvGJ,CRUCiAL STAR,1989-10-16,40,"['chill r&b', 'k-indie', 'k-rap', 'korean pop', 'korean r&b']"
1SsVqqC31h54Hg08g7uQhM,YANGHONGWON,1999-01-12,40,"['k-rap', 'korean underground rap']"
7pXKdkQsYFCMG2omRxheJ2,Basick,1986-08-12,42,['k-rap']
0YE7929Kw8hXmap9LKxUiC,Swervy,2001-12-25,42,"['k-rap', 'korean underground rap']"
31VffPWiL2AAwNIMODB9qZ,Kim Seungmin,2000-09-22,42,"['k-rap', 'korean pop', 'korean r&b', 'korean trap']"
6v5cGuRCZKq08nLI4WXJuB,Nucksal,1987-03-24,41,['k-rap']
3EuteIwWAP4mLq0kvLML99,Yankie,,42,['k-rap']
2UaheMCNCnN1CrrnZnmh3j,D.Ark,2004-07-15,39,"['k-rap', 'korean trap']"
4T6xiCykTP9rCNaEPU7D4q,VINXEN,2000-04-20,39,"['k-rap', 'korean r&b']"
2TTGZUWJg6LIOWsmCEgKCZ,Layone,2001-11-13,40,['k-rap']
0J372uvAXbRjLFSoAVE2lp,PATEKO,,40,"['k-rap', 'korean pop', 'korean underground rap']"
0yHrFzi7dWriMWhB5XA99P,Han Yo Han,1991-12-03,41,"['k-rap', 'korean pop']"
0seDu6vvqbUnPUk6s6a616,SINCE,1992-12-28,39,['k-rap']
4ph6JucAkc6pnPPad0uiJT,Ted Park,1994-12-04,36,"['k-rap', 'korean r&b']"
02WoRfOhF5nUVpwddshInq,CHOILB,1993-09-09,37,['k-rap']
30AghIfoMJrMo1YqoUkEMM,Huh,1998-11-03,39,"['k-rap', 'korean underground rap']"
61MMiylth1injW39oZBuYB,San E,1985-01-23,40,"['k-pop', 'k-rap', 'korean pop']"
7C0lSOS41UnTbnF7bMSEWN,WOOGIE,1989-09-01,37,"['k-rap', 'korean r&b']"
4N2CbwZ7ekytt9Oi5dh4Vq,Flowsik,1985-04-05,37,['k-rap']
3e3oLJehq4vQl2H0FAJnvn,GD&TOP,1988-08-18,40,"['k-pop', 'k-rap']"
11S00dFcvNvJahis8MTGMD,Tiger JK,1974-07-29,42,['k-rap']
6gEWl778wJTkq4Uk5eBvgD,MC MONG,1979-09-04,39,"['k-rap', 'korean pop']"
3YRGcoHMIvWleQfa0qa1D1,Ourealgoat,1996-06-09,37,"['k-rap', 'korean underground rap']"
2ZT3bnHPOdErwCLdP5aHqR,C JAMM,1993-02-28,38,['k-rap']
5rP0axomfqfxm0QavWTdvO,Owen,1991-10-13,38,['k-rap']
0GVLMUDDJxgVWTpHcVFA2z,K.vsh,,36,['k-rap']
4cMtnnGdRvh8KIi2RA7ZeU,2xxx,,35,"['k-indie', 'k-rap', 'korean r&b']"
78l5b6jXVHHTrRCzSx1ku4,Ash-B,1993-02-05,39,"['korean trap', 'korean underground rap']"
32wJE7JooXm59HxYhy7caU,Khundi Panda,1997-02-11,38,['k-rap']
6bIsFWNkjQvSm5P4rqlxKn,Don Mills,1988-07-30,38,['k-rap']
0m5ETFICJLAg6ageqa9FgZ,Hangzoo,1986-12-10,37,['k-rap']
4CF0QZtzsHDYdTHqipMGdh,JAEHA,2003-12-14,37,['k-rap']
6yFuoRFCsxQLasjZqdwvAM,Jayci yucca,1995-02-15,38,['k-rap']
1MMbv4LTpwbh2APtXuwaZN,ZENE THE ZILLA,1994-07-07,36,"['k-rap', 'korean hyperpop', 'korean trap', 'korean underground rap']"
6g6zaR4B3WDZXphDRmsVGF,BANG YONGGUK,1990-03-31,38,"['k-pop', 'k-rap']"
1UIxKzYZnlJeF9siZ6IE1f,MUSHVENOM,1994-06-20,37,['k-rap']
7MJnvH71CgBGCN9obN4aY5,Boi B,1986-09-04,36,['k-rap']
0hoIUrMFR0Cy6aTbma8b2o,unofficialboyy,1998-04-13,37,"['k-rap', 'korean trap']"
56YvXhxjnImPI8N5dvtjm7,EK,1992-09-05,36,['k-rap']
4YMP326oNG8AQdTRang2yA,KillaGramz,1992-06-23,35,['k-rap']
396SgLoc5TB6oqatyTy2HD,Los,1987-09-21,36,['k-rap']
6cJ883ebXg0pWAwlzMcBxe,Ahn byeong woong,1999-08-23,35,['k-rap']
36Hd8M3GV2FLpHUEDH6bCz,ONE,1994-03-29,35,['k-rap']
1q1Fe4tXiu1Weq4U0uhqPi,Ja Mezz,1989-08-11,35,['k-rap']
7p552gLGzaDKXB5sETgTEP,DJ Wegun,1986-09-24,34,['k-rap']
46KQM3HJyONaKRTbcfNPlU,Omega Sapien,1998-02-12,35,['korean underground rap']
6ftZYkensUYXNiMM7nFwhE,CHEETAH,1990-05-25,36,['k-rap']
4ls4GQkl0kkBlAWq2DgS0z,OLNL,1996-09-18,34,['k-rap']
5XdnR0kqQUWzeTDdsJNulO,Okasian,1987-03-11,33,['k-rap']
4uqXu5Qybes6RYP8ThjoEV,Lil tachi,2002-02-04,34,['k-rap']
6XsOOgLCtnkkOv2uhZXuB0,Blase,1994-09-22,35,['k-rap']
65LSFEqRhq074aUBF1zF2e,365LIT,1998-04-09,33,"['k-rap', 'korean trap', 'korean underground rap']"
5f48MQLr5eOXHcR4lFE1BM,Chillin Homie,1999-09-03,34,"['k-rap', 'korean trap']"
3HfWEOcXit3EkuRCt5M3Yd,Sway D,1988-05-05,33,['k-rap']
4E7PyG6Vo26X1I9qURf45z,DEEPFLOW,1984-08-02,33,['k-rap']
10jo9gGaXEw8lAgB3gK0c1,Rohann,2000-06-04,33,['k-rap']
31jg46rtB7MyrVPXZATmsa,TAKEWON,1991-12-07,32,"['k-rap', 'korean underground rap']"
1kcYSWblYWOOMVOPNgbMYI,Drunken Tiger,null,32,"['k-rap', 'korean old school hip hop']"
5T8LKv9A1vEnwMCO4dMo3c,KOONTA,1982-12-30,34,['k-rap']
2VjfPlcTFJhQSe8ALJJ1dz,h3hyeon,2004-12-29,32,['k-rap']
7wqsGqGaU61FzNh62mbWXz,myunDo,1994-08-04,32,['k-rap']
6cXolDFPOgf0wuRe5kMPxo,Odee,1992-08-25,32,['korean underground rap']
1ToWoFmtIc9NTPFy7lR690,Microdot,1993-11-21,31,['k-rap']
1CjHzclPOS2unF1vRtgurF,Hanhae,1990-04-07,37,['k-rap']
1DKIdDHKHi3rIwG4UB5zLE,Don Malik,1996-01-21,32,"['k-rap', 'korean underground rap']"
459tVR1zPUmVwOROer0adD,BILL STAX,1980-12-18,32,['k-rap']
0T8sqjCB5w57zxvW5lp3qJ,BlackNut,1989-01-01,30,"['k-rap', 'korean underground rap']"
620Vx5hEMowoa71wXk4bu1,northfacegawd,1992-06-14,31,"['k-rap', 'korean underground rap']"
5VxfguafjfSdJcN10ACVZe,Geeks,null,32,"['k-rap', 'korean pop']"
0bQhUyXffQjkd6horP6fKX,BIGONE,1991-05-10,32,"['k-rap', 'korean r&b']"
5xWKWXamxbujIdti9xpnI1,Mommy Son,1985-03-25,32,['k-rap']
4meeMnr8eLacsB31ApsXZS,Huckleberry P,1984-06-04,30,['k-rap']
2Z7teNgQJnz6qUp8FmhEtG,YunB,1992-04-15,30,['k-rap']
0c8Qflq0lTE9LhXcdNZrEG,Chaboom,1985-04-05,31,['korean underground rap']
1o3mKG33qvuXI2s3HXTkYd,ILLSON,1982-01-01,30,['k-rap']
6RzEJR9Jz1DFFjZOVm8Xtg,Muzie,1981-10-15,29,"['k-rap', 'korean city pop']"
6TXbTOTnLFaF1iHywOaV1m,Minit,1993-12-29,30,['k-rap']
5xHC23kCM6goKp7bDDXE3T,B-Free,1985-08-19,29,['k-rap']
3Nrfpe0tUJi4K4DXYWgMUX,BTS,null,92,"['k-pop', 'k-pop boy group']"
40VHZeuDf846LWMOWS8tzp,KWON KI BAEK,2006-05-09,11,['korean underground rap']
6iBjPtCEGarFwpdJUc39P9,ksmartboi,2004-06-20,10,['korean hyperpop']
1i4Y4WlFFetQV14Z8UDdvr,Outsider,1983-03-21,33,"['k-pop', 'k-rap', 'korean old school hip hop']"
