spotify_id,name,birthday,popularity,genres
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,1965-02-18,78,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
0A0FS04o6zMoto8OKPsDwY,YG,1990-03-09,75,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
6ASri4ePR7RlsvIQgWPJpS,iann dior,1999-03-25,76,"['melodic rap', 'pop rap']"
45gHcnDnMC15sgx3VL7ROG,42 Dugg,1995-11-25,73,"['detroit trap', 'rap', 'southern hip hop', 'trap']"
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,null,81,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA,1989-10-22,61,"['escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop', 'rap', 'underground hip hop']"
2gBjLmx6zQnFGQJCAQpRgw,Nelly,1974-11-02,74,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
6U3ybJ9UHNKEdsH7ktGBZ7,JID,1990-10-31,77,"['hip hop', 'rap', 'underground hip hop']"
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,1972-05-21,77,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
6vXTefBL93Dj5IqAWq6OTv,French Montana,1984-11-09,77,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,1977-09-11,75,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,1985-07-27,71,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,1993-07-03,74,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,1975-11-26,76,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
02kJSzxNuaWGqwubyUba0Z,G-Eazy,1989-05-24,75,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
2YOYua8FpudSEiB9s88IgQ,Yung Gravy,1996-03-19,73,"['minnesota hip hop', 'pop rap']"
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,1993-06-07,76,"['melodic rap', 'trap']"
4OBJLual30L7gRl5UkeRcT,T.I.,1980-09-25,73,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,1967-11-07,86,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
5IbEL2xjRtKsunfmsahLuO,$NOT,1997-12-16,72,"['aesthetic rap', 'florida rap', 'rap', 'underground hip hop']"
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,1995-08-15,72,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral rap']"
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,1999-05-01,73,"['melodic rap', 'trap']"
7rkW85dBwwrJtlHRDkJDAC,NAV,1989-11-03,73,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap', 'vapor trap']"
4qXC0i02bSFstECuXP2ZpL,Blxst,1992-09-17,74,['pop rap']
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,1995-04-24,75,"['dance pop', 'pop', 'pop rap', 'r&b']"
687cZJR45JO7jhk1LHIbgq,Tems,1995-06-11,76,"['afro r&b', 'alte', 'nigerian pop', 'pop', 'pop rap', 'r&b']"
0RESbWvOMyua0yuyVrztJ5,Key Glock,1997-08-03,73,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
4IVAbR2w4JJNJDDRFP3E83,6LACK,1992-06-24,74,"['atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']"
3KV3p5EY4AvKxOlhGHORLg,Jeremih,1987-07-17,74,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
5gCRApTajqwbnHHPbr2Fpi,Juicy J,1975-04-05,73,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5QdEbQJ3ylBnc3gsIASAT5,G Herbo,1995-10-08,71,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,1977-05-13,73,"['gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']"
05fG473iIaoy82BF1aGhL8,Slipknot,,77,"['alternative metal', 'nu metal', 'rap metal']"
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,1986-10-26,72,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
2pSObt5Fk8izuX8ZfI3jRn,Upchurch,1991-05-24,69,"['country rap', 'redneck']"
1G9G7WwrXka3Z1r7aIDjI7,Outkast,null,73,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
0YinUQ50QDB7ZxSCLyQ40k,Mustard,1990-06-05,72,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4obzFoKoKRHIphyHzJ35G3,Becky G,1997-03-02,81,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']"
6Ghvu1VvMGScGpOUJBAHNH,Deftones,null,73,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']"
7d3WFRME3vBY2cgoP38RDo,Lil Skies,1998-08-04,70,"['melodic rap', 'rap', 'trap']"
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,1986-12-04,69,"['country rap', 'nashville hip hop', 'tennessee hip hop']"
14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,1990-03-29,75,"['brooklyn drill', 'hip hop', 'new york drill', 'rap', 'trap']"
5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,1999-11-08,71,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,1969-08-19,75,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
0Njy6yR9LykNKYg9yE23QN,Nardo Wick,2001-12-30,68,"['florida rap', 'trap', 'viral rap']"
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,null,72,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5G9kmDLg3OeUyj8KVBLzbu,mike.,1998-10-13,68,"['indie pop rap', 'pop rap', 'rhode island rap']"
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2000-11-13,74,"['cali rap', 'pop rap']"
4FlG0V0jhLO4qGpayFOphj,EST Gee,1994-05-11,71,"['kentucky hip hop', 'rap', 'southern hip hop', 'trap']"
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,null,79,"['dance pop', 'pop', 'pop rap']"
6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,1981-05-19,69,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,null,76,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,1989-09-21,80,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
62F9BiUmjqeXbBztCwiX1U,Lil Darkie,1998-10-06,69,"['glitchcore', 'viral rap']"
3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,1991-02-24,73,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,1988-08-17,71,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
67nwj3Y5sZQLl72VNUHEYE,Wale,1984-09-21,70,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,1988-10-20,71,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
6MPCFvOQv5cIGfw3jODMF0,Internet Money,null,72,"['rap', 'trap']"
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,1995-01-20,72,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
0jnsk9HBra6NMjO2oANoPY,Flo Rida,1979-09-16,77,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
4yBK75WVCQXej1p04GWqxH,Jeezy,1977-09-28,69,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2oQX8QiMXOyuqbcZEFsZfm,El Alfa,1990-12-18,77,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']"
4exLIFE8sISLr28sqG1qNX,Travis Barker,1975-11-14,71,['rap rock']
2pAWfrd7WFF3XhVt9GooDL,MF DOOM,1971-07-13,72,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap']"
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,1973-02-08,69,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1993-07-02,73,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']"
21WS9wngs9AqFckK7yYJPM,PnB Rock,1991-12-09,69,"['melodic rap', 'pop rap', 'r&b', 'rap', 'trap', 'vapor trap']"
5yPzzu25VzEk8qrGTLIrE1,Young Nudy,1992-12-17,69,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']"
6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,1995-02-16,72,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
4AA474G2hRfrHyGrfyDseO,Mozzy,1987-06-24,67,"['cali rap', 'pop rap', 'rap', 'sacramento hip hop', 'southern hip hop', 'trap']"
3ApUX1o6oSz321MMECyIYd,Quinn XCII,1992-05-06,67,"['electropop', 'indie pop rap', 'pop', 'pop rap']"
0bBz5bRBkExaej2HxtVfCw,347aidan,2003-06-08,71,['sad rap']
5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,2002-01-25,71,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
4nXOZlYoAD67hF9aUEncMY,Pouya,1994-12-20,68,"['aesthetic rap', 'dark trap', 'emo rap', 'miami hip hop', 'underground hip hop']"
0NbfKEOTQCcwd6o7wSDOHI,The Game,1979-11-29,72,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,1991-06-07,69,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
28ExwzUQsvgJooOI0X1mr3,Jay Rock,1985-03-31,70,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
0dlDsD7y6ccmDm8tuWCU6F,Freddie Dredd,,71,"['aesthetic rap', 'phonk']"
6UBA15slIuadJ8h2lPRPos,Tech N9ne,1971-11-08,69,"['hip hop', 'kansas city hip hop', 'pop rap']"
1vCWHaC5f2uS3yhpwWbIA6,Avicii,1989-09-08,79,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
3RNrq3jvMZxD9ZyoOZbQOD,Korn,,72,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']"
1tG7s7S4sq2eFFW0QZyLbm,Sheff G,1998-09-23,70,"['brooklyn drill', 'new york drill', 'nyc rap']"
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,,72,"['alternative metal', 'nu metal', 'rap metal']"
3crnzLy8R4lVwaigKEOz7V,E-40,1967-11-15,66,"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast rap']"
20qISvAhX20dpIbOOzGK3q,Nas,1973-09-14,72,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
5ndkK3dpZLKtBklKjxNQwT,B.o.B,1988-11-15,71,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']"
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1983-06-19,75,"['pop rap', 'seattle hip hop']"
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,1994-03-23,67,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3Isy6kedDrgPYoTS1dazA9,Sean Paul,1973-01-09,79,"['dance pop', 'dancehall', 'pop', 'pop rap']"
1iNqsUDUraNWrj00bqssQG,Dreamville,,67,"['hip hop', 'rap']"
4tYSBptyGeVyZsk8JC4JHZ,Shoreline Mafia,,66,"['cali rap', 'trap', 'underground hip hop', 'viral rap']"
1wxPItEzr7U7rGSMPqZ25r,Shiloh Dynasty,,73,"['lo-fi chill', 'sad rap']"
46HzS7yz0c9udVwtbHk1sx,Cochise,,69,"['plugg', 'pluggnb', 'viral rap']"
26JloX1vHxGGrGUVeMItFJ,iamjakehill,,68,"['emo rap', 'pop rap', 'sad rap']"
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,1972-03-10,75,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']"
6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,1982-11-14,64,"['baton rouge rap', 'dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
37hAfseJWi0G3Scife12Il,City Girls,,67,"['dance pop', 'pop', 'pop rap', 'r&b', 'scam rap', 'trap queen']"
4RddZ3iHvSpGV4dvATac9X,Papa Roach,,70,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,1972-01-17,72,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']"
2ODbg2404zUzTi02qIPEjB,Tay-K,2000-06-16,65,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']"
6veh5zbFpm31XsPdjBgPER,BIA,1991-08-16,68,"['pop', 'pop rap', 'r&b', 'rap latina', 'trap queen']"
3uL4UpqShC4p2x1dJutoRW,Ghostemane,1991-04-15,71,"['dark trap', 'florida rap']"
0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,1985-08-15,66,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
6bmlMHgSheBauioMgKv2tn,Powfu,1999-03-31,71,['sad rap']
3Rx4PJ7SP6unkOk5elPUK7,Money Man,,67,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']"
59wfkuBoNyhDMQGCljbUbA,Diddy,1969-11-04,72,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,,69,"['metalcore', 'modern rock', 'pop punk', 'rap metal', 'rock']"
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1990-07-28,69,"['atl hip hop', 'chicago bop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']"
2wIVse2owClT7go1WT98tk,Missy Elliott,1971-07-01,69,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,1996-05-08,71,"['emo rap', 'rap', 'trap']"
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,1986-08-26,70,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']"
0huGjMyP507tBCARyzSkrv,Cordae,1997-08-26,67,"['dmv rap', 'hip hop', 'rap', 'trap']"
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,1994-11-03,70,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,,68,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']"
4VmEWwd8y9MCLwexFMdpwt,Method Man,1971-03-02,71,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
